donation_id,contact_id,campaign_id,amount_usd,donated_at,transaction_id,pledge_id
D-00733,C-0281,CMP-03,10,2026-07-15T09:00:00Z,,PL-015
D-00296,C-0448,CMP-01,500,2026-03-07T10:55:00Z,,
D-00205,C-9001,CMP-02,15,2026-07-12T21:53:31Z,TXN-000209,
D-00366,C-0081,CMP-05,25,2026-03-11T12:00:00Z,,
D-00020,C-0011,CMP-02,10,2026-07-02T09:04:47Z,TXN-000021,
D-00240,C-0787,CMP-01,500,2026-04-15T16:10:00Z,,
D-00191,C-0770,CMP-02,50,2026-07-11T16:46:56Z,TXN-000195,
D-00119,C-0093,CMP-02,15,2026-07-07T06:11:05Z,TXN-000121,
D-00044,C-0242,CMP-02,10,2026-07-04T02:27:51Z,TXN-000045,
D-00279,C-0428,CMP-05,25,2026-05-03T14:12:00Z,,
D-00103,C-0078,CMP-04,250,2026-07-06T15:48:32Z,TXN-000105,
D-00273,C-0223,CMP-04,50,2026-07-22T13:46:00Z,,
D-00686,C-0274,CMP-03,25,2026-05-06T09:00:00Z,,PL-006
D-00278,C-0130,CMP-03,500,2026-06-04T10:28:00Z,,
D-00448,C-0529,CMP-03,100,2026-06-22T12:16:00Z,,
D-00762,C-0018,CMP-03,15,2026-06-21T09:00:00Z,,PL-021
D-00742,C-0100,CMP-03,25,2026-06-17T09:00:00Z,,PL-017
D-00716,C-0024,CMP-03,15,2026-05-12T09:00:00Z,,PL-012
D-00806,C-0298,CMP-03,10,2026-05-28T09:00:00Z,,PL-030
D-00271,C-0039,CMP-02,25,2026-06-27T16:50:00Z,,
D-00049,C-0412,CMP-04,10,2026-07-03T11:10:52Z,TXN-000050,
D-00074,C-0078,CMP-04,25,2026-07-04T16:27:56Z,TXN-000076,
D-00092,C-0036,CMP-02,10,2026-07-07T03:26:17Z,TXN-000094,
D-00356,C-0675,CMP-01,10,2026-07-14T12:01:00Z,,
D-00435,C-0371,CMP-02,500,2026-03-02T12:13:00Z,,
D-00374,C-0296,CMP-03,500,2026-06-07T17:22:00Z,,
D-00347,C-0733,CMP-02,50,2026-07-14T12:41:00Z,,
D-00574,C-0011,CMP-05,500,2026-07-07T17:08:00Z,,
D-00704,C-0013,CMP-03,10,2026-03-10T09:00:00Z,,PL-010
D-00383,C-0741,CMP-02,25,2026-03-27T12:01:00Z,,
D-00531,C-0521,CMP-04,100,2026-03-20T13:55:00Z,,
D-00520,C-0710,CMP-03,100,2026-06-25T19:20:00Z,,
D-00767,C-0673,CMP-03,10,2026-06-22T09:00:00Z,,PL-022
D-00459,C-0637,CMP-05,100,2026-04-24T17:01:00Z,,
D-00408,C-0582,CMP-02,100,2026-06-23T11:32:00Z,,
D-00315,C-0359,CMP-02,25,2026-05-14T10:27:00Z,,
D-00100,C-0666,CMP-02,100,2026-07-06T07:28:23Z,TXN-000102,
D-00422,C-0627,CMP-03,50,2026-04-10T14:51:00Z,,
D-00023,C-0602,CMP-04,15,2026-07-02T16:44:12Z,TXN-000024,
D-00628,C-0036,CMP-04,25,2026-03-04T08:20:00Z,,
D-00239,C-0632,CMP-05,500,2026-05-01T14:03:00Z,,
D-00134,C-0675,CMP-04,100,2026-07-09T02:10:49Z,TXN-000138,
D-00248,C-0597,CMP-05,500,2026-03-12T16:11:00Z,,
D-00554,C-0549,CMP-05,100,2026-03-09T17:00:00Z,,
D-00230,C-0658,CMP-02,250,2026-07-14T15:43:01Z,TXN-000234,
D-00543,C-0115,CMP-05,500,2026-07-24T08:35:00Z,,
D-00729,C-0281,CMP-03,10,2026-03-15T09:00:00Z,,PL-015
D-00036,C-0346,CMP-02,15,2026-07-02T23:18:02Z,TXN-000037,
D-00525,C-0574,CMP-04,500,2026-07-17T19:57:00Z,,
D-00681,C-0460,CMP-03,25,2026-05-05T09:00:00Z,,PL-005
D-00220,C-0102,CMP-04,50,2026-07-13T09:28:16Z,TXN-000224,
D-00568,C-0224,CMP-05,10,2026-05-04T08:30:00Z,,
D-00030,C-0263,CMP-04,100,2026-07-02T06:28:14Z,TXN-000031,
D-00106,C-0154,CMP-04,15,2026-07-07T03:50:29Z,TXN-000108,
D-00732,C-0281,CMP-03,10,2026-06-15T09:00:00Z,,PL-015
D-00430,C-0475,CMP-02,50,2026-03-28T10:43:00Z,,
D-00078,C-0002,CMP-02,250,2026-07-05T08:53:37Z,TXN-000080,
D-00569,C-0610,CMP-04,500,2026-07-03T16:50:00Z,,
D-00715,C-0024,CMP-03,15,2026-04-12T09:00:00Z,,PL-012
D-00183,C-0602,CMP-04,100,2026-07-11T09:08:22Z,TXN-000187,
D-00158,C-0227,CMP-04,50,2026-07-09T16:29:53Z,TXN-000162,
D-00259,C-0301,CMP-03,25,2026-03-11T18:32:00Z,,
D-00143,C-0398,CMP-02,50,2026-07-09T09:08:37Z,TXN-000147,
D-00397,C-0233,CMP-03,10,2026-06-20T09:37:00Z,,
D-00788,C-0300,CMP-03,25,2026-07-26T09:00:00Z,,PL-026
D-00513,C-0776,CMP-01,500,2026-03-08T09:56:00Z,,
D-00139,C-0494,CMP-04,25,2026-07-08T19:54:38Z,TXN-000143,
D-00238,C-0216,CMP-02,50,2026-07-10T20:47:00Z,TXN-942755,
D-00564,C-0474,CMP-04,50,2026-04-16T15:12:00Z,,
D-00752,C-0062,CMP-03,10,2026-06-19T09:00:00Z,,PL-019
D-00243,C-0559,CMP-01,500,2026-04-12T08:59:00Z,,
D-00413,C-0751,CMP-03,500,2026-06-10T11:11:00Z,,
D-00101,C-0717,CMP-04,15,2026-07-06T10:45:39Z,TXN-000103,
D-00365,C-0175,CMP-01,50,2026-03-21T17:15:00Z,,
D-00808,C-0298,CMP-03,10,2026-07-28T09:00:00Z,,PL-030
D-00293,C-0513,CMP-02,10,2026-05-24T09:41:00Z,,
D-00088,C-0069,CMP-02,100,2026-07-05T14:09:38Z,TXN-000090,
D-00263,C-0327,CMP-03,25,2026-04-12T13:55:00Z,,
D-00642,C-0130,CMP-04,100,2026-03-08T15:57:00Z,,
D-00300,C-0437,CMP-03,100,2026-06-06T19:51:00Z,,
D-00665,C-0283,CMP-03,10,2026-04-02T09:00:00Z,,PL-002
D-00563,C-0766,CMP-03,500,2026-07-12T19:39:00Z,,
D-00164,C-0486,CMP-04,100,2026-07-10T23:56:24Z,TXN-000168,
D-00201,C-0549,CMP-02,250,2026-07-12T06:39:43Z,TXN-000205,
D-00557,C-0375,CMP-03,10,2026-05-15T08:13:00Z,,
D-00149,C-0287,CMP-04,25,2026-07-09T13:14:51Z,TXN-000153,
D-00299,C-0535,CMP-04,100,2026-07-08T10:32:00Z,,
D-00174,C-0357,CMP-04,50,2026-07-10T06:43:31Z,TXN-000178,
D-00647,C-9004,CMP-03,500,2026-07-19T14:38:00Z,,
D-00757,C-0525,CMP-03,25,2026-06-20T09:00:00Z,,PL-020
D-00162,C-0161,CMP-02,25,2026-07-10T07:47:45Z,TXN-000166,
D-00156,C-0244,CMP-02,250,2026-07-09T10:23:38Z,TXN-000160,
D-00643,C-0250,CMP-03,10,2026-06-04T11:56:00Z,,
D-00121,C-0048,CMP-02,15,2026-07-07T15:04:33Z,TXN-000125,
D-00416,C-0494,CMP-03,10,2026-07-24T17:43:00Z,,
D-00282,C-0709,CMP-05,100,2026-03-24T10:42:00Z,,
D-00709,C-0151,CMP-03,10,2026-03-11T09:00:00Z,,PL-011
D-00270,C-0038,CMP-02,100,2026-04-25T10:24:00Z,,
D-00444,C-0552,CMP-01,100,2026-07-09T08:02:00Z,,
D-00484,C-0194,CMP-02,25,2026-04-26T13:40:00Z,,
D-00221,C-0022,CMP-04,250,2026-07-13T07:05:45Z,TXN-000225,
D-00807,C-0298,CMP-03,10,2026-06-28T09:00:00Z,,PL-030
D-00118,C-0062,CMP-02,100,2026-07-07T07:26:49Z,TXN-000120,
D-00551,C-0471,CMP-01,50,2026-05-16T15:47:00Z,,
D-00785,C-0300,CMP-03,25,2026-04-26T09:00:00Z,,PL-026
D-00705,C-0013,CMP-03,10,2026-04-10T09:00:00Z,,PL-010
D-00789,C-0573,CMP-03,10,2026-03-27T09:00:00Z,,PL-027
D-00035,C-0020,CMP-04,25,2026-07-02T15:15:10Z,TXN-000036,
D-00805,C-0298,CMP-03,10,2026-04-28T09:00:00Z,,PL-030
D-00724,C-0490,CMP-03,10,2026-03-14T09:00:00Z,,PL-014
D-00307,C-0687,CMP-05,25,2026-07-27T17:34:00Z,,
D-00236,C-0313,CMP-02,25,2026-07-01T13:22:00Z,TXN-981262,
D-00663,C-0590,CMP-03,10,2026-07-01T09:00:00Z,,PL-001
D-00200,C-0787,CMP-02,10,2026-07-12T12:13:06Z,TXN-000204,
D-00395,C-0310,CMP-05,100,2026-07-09T14:57:00Z,,
D-00154,C-0526,CMP-04,25,2026-07-09T05:19:21Z,TXN-000158,
D-00111,C-0366,CMP-02,50,2026-07-06T04:42:43Z,TXN-000113,
D-00451,C-0319,CMP-03,500,2026-06-04T14:10:00Z,,
D-00288,C-0177,CMP-04,500,2026-03-24T13:01:00Z,,
D-00466,C-0447,CMP-04,25,2026-07-01T09:54:00Z,,
D-00132,C-0069,CMP-04,10,2026-07-08T20:51:49Z,TXN-000136,
D-00722,C-0334,CMP-03,25,2026-06-13T09:00:00Z,,PL-013
D-00541,C-0509,CMP-01,50,2026-05-27T18:24:00Z,,
D-00462,C-0421,CMP-03,10,2026-07-10T14:02:00Z,,
D-00485,C-0666,CMP-01,500,2026-07-05T16:59:00Z,,
D-00325,C-0770,CMP-05,10,2026-04-26T16:35:00Z,,
D-00093,C-0531,CMP-02,25,2026-07-06T07:59:10Z,TXN-000095,
D-00670,C-0479,CMP-03,10,2026-04-03T09:00:00Z,,PL-003
D-00594,C-0481,CMP-04,100,2026-05-22T17:07:00Z,,
D-00125,C-0764,CMP-02,15,2026-07-07T22:40:54Z,TXN-000129,
D-00504,C-0095,CMP-03,500,2026-07-28T19:37:00Z,,
D-00335,C-0580,CMP-02,100,2026-03-09T10:41:00Z,,
D-00414,C-0501,CMP-05,100,2026-07-08T13:01:00Z,,
D-00091,C-0756,CMP-02,250,2026-07-06T04:54:26Z,TXN-000093,
D-00746,C-0454,CMP-03,10,2026-05-18T09:00:00Z,,PL-018
D-00533,C-0229,CMP-05,50,2026-05-24T18:28:00Z,,
D-00409,C-0449,CMP-04,50,2026-06-04T15:19:00Z,,
D-00502,C-0169,CMP-02,10,2026-03-05T15:38:00Z,,
D-00512,C-0073,CMP-01,25,2026-04-18T11:24:00Z,,
D-00580,C-0069,CMP-01,50,2026-05-12T08:49:00Z,,
D-00578,C-0109,CMP-04,500,2026-07-20T14:42:00Z,,
D-00032,C-0267,CMP-04,50,2026-07-02T18:57:45Z,TXN-000033,
D-00018,C-0045,CMP-02,50,2026-07-02T17:40:06Z,TXN-000019,
D-00039,C-0533,CMP-04,50,2026-07-03T01:59:15Z,TXN-000040,
D-00745,C-0454,CMP-03,10,2026-04-18T09:00:00Z,,PL-018
D-00311,C-0124,CMP-02,500,2026-04-17T16:48:00Z,,
D-00438,C-0073,CMP-03,10,2026-06-23T13:34:00Z,,
D-00582,C-0113,CMP-05,500,2026-04-01T10:49:00Z,,
D-00761,C-0018,CMP-03,15,2026-05-21T09:00:00Z,,PL-021
D-00339,C-0482,CMP-01,25,2026-04-08T09:31:00Z,,
D-00470,C-0436,CMP-03,10,2026-04-15T17:50:00Z,,
D-00094,C-0696,CMP-02,50,2026-07-07T00:37:25Z,TXN-000096,
D-00117,C-0300,CMP-02,10,2026-07-07T23:45:44Z,TXN-000119,
D-00320,C-0505,CMP-03,10,2026-03-08T12:07:00Z,,
D-00081,C-0646,CMP-04,15,2026-07-06T01:18:00Z,TXN-000083,
D-00226,C-0673,CMP-04,10,2026-07-15T00:56:03Z,TXN-000230,
D-00308,C-0355,CMP-01,500,2026-06-10T18:37:00Z,,
D-00208,C-0543,CMP-04,50,2026-07-13T14:36:43Z,TXN-000212,
D-00295,C-0702,CMP-02,25,2026-03-24T09:56:00Z,,
D-00410,C-0186,CMP-04,25,2026-05-04T11:54:00Z,,
D-00528,C-0397,CMP-04,50,2026-05-26T11:29:00Z,,
D-00065,C-0196,CMP-02,250,2026-07-05T01:36:33Z,TXN-000067,
D-00351,C-0376,CMP-01,25,2026-05-24T16:01:00Z,,
D-00784,C-0300,CMP-03,25,2026-03-26T09:00:00Z,,PL-026
D-00623,C-0673,CMP-02,10,2026-03-08T15:24:00Z,,
D-00062,C-0738,CMP-04,10,2026-07-04T16:31:06Z,TXN-000064,
D-00301,C-0250,CMP-01,500,2026-06-01T14:26:00Z,,
D-00198,C-0026,CMP-02,50,2026-07-12T15:37:09Z,TXN-000202,
D-00353,C-0469,CMP-02,500,2026-04-26T10:55:00Z,,
D-00040,C-0023,CMP-04,50,2026-07-02T05:40:25Z,TXN-000041,
D-00639,C-0063,CMP-03,500,2026-03-11T15:32:00Z,,
D-00028,C-0305,CMP-04,250,2026-07-02T07:57:00Z,TXN-000029,
D-00181,C-0249,CMP-02,250,2026-07-11T21:42:52Z,TXN-000185,
D-00458,C-0527,CMP-03,50,2026-05-15T13:34:00Z,,
D-00145,C-0402,CMP-04,15,2026-07-09T12:01:30Z,TXN-000149,
D-00616,C-0250,CMP-03,100,2026-04-27T15:59:00Z,,
D-00331,C-0500,CMP-02,25,2026-04-14T16:58:00Z,,
D-00544,C-0511,CMP-03,50,2026-05-13T11:31:00Z,,
D-00386,C-0485,CMP-03,500,2026-06-17T17:17:00Z,,
D-00708,C-0013,CMP-03,10,2026-07-10T09:00:00Z,,PL-010
D-00375,C-0228,CMP-03,25,2026-06-04T13:00:00Z,,
D-00089,C-0433,CMP-02,100,2026-07-05T11:43:16Z,TXN-000091,
D-00455,C-0441,CMP-05,100,2026-04-26T14:50:00Z,,
D-00225,C-0686,CMP-02,100,2026-07-14T08:10:14Z,TXN-000229,
D-00317,C-0148,CMP-04,50,2026-04-17T11:01:00Z,,
D-00630,C-0774,CMP-02,500,2026-06-12T08:19:00Z,,
D-00244,C-0541,CMP-02,10,2026-05-04T19:58:00Z,,
D-00080,C-0454,CMP-04,100,2026-07-05T11:07:38Z,TXN-000082,
D-00160,C-0325,CMP-02,250,2026-07-09T14:35:10Z,TXN-000164,
D-00589,C-0678,CMP-04,100,2026-05-18T19:20:00Z,,
D-00759,C-0018,CMP-03,15,2026-03-21T09:00:00Z,,PL-021
D-00420,C-0250,CMP-05,100,2026-04-26T15:16:00Z,,
D-00523,C-0509,CMP-04,25,2026-05-12T11:44:00Z,,
D-00003,C-0209,CMP-04,25,2026-07-02T01:00:59Z,TXN-000003,
D-00140,C-0743,CMP-04,25,2026-07-08T23:35:21Z,TXN-000144,
D-00687,C-0274,CMP-03,25,2026-06-06T09:00:00Z,,PL-006
D-00545,C-0400,CMP-02,50,2026-05-28T09:10:00Z,,
D-00099,C-0248,CMP-04,10,2026-07-06T10:59:42Z,TXN-000101,
D-00097,C-0464,CMP-02,100,2026-07-06T20:33:24Z,TXN-000099,
D-00573,C-0010,CMP-05,500,2026-04-14T08:12:00Z,,
D-00052,C-0362,CMP-02,250,2026-07-03T12:02:36Z,TXN-000053,
D-00228,C-0489,CMP-02,250,2026-07-14T11:47:08Z,TXN-000232,
D-00161,C-0457,CMP-04,250,2026-07-10T19:45:50Z,TXN-000165,
D-00217,C-0009,CMP-02,100,2026-07-13T12:32:28Z,TXN-000221,
D-00237,C-0212,CMP-02,25,2026-07-06T14:01:00Z,TXN-965788,
D-00153,C-0787,CMP-04,25,2026-07-09T11:54:39Z,TXN-000157,
D-00033,C-0200,CMP-04,100,2026-07-02T17:15:11Z,TXN-000034,
D-00655,C-0763,CMP-01,500,2026-06-21T15:51:00Z,,
D-00175,C-0308,CMP-04,50,2026-07-10T06:40:50Z,TXN-000179,
D-00354,C-0500,CMP-04,100,2026-03-04T13:03:00Z,,
D-00232,C-0006,CMP-04,50,2026-07-14T15:10:02Z,TXN-000236,
D-00109,C-0264,CMP-02,100,2026-07-06T12:24:42Z,TXN-000111,
D-00471,C-0744,CMP-05,500,2026-06-17T17:56:00Z,,
D-00306,C-0047,CMP-01,50,2026-07-02T09:15:00Z,,
D-00602,C-0190,CMP-02,25,2026-07-18T10:22:00Z,,
D-00392,C-0641,CMP-05,25,2026-06-12T09:16:00Z,,
D-00710,C-0151,CMP-03,10,2026-04-11T09:00:00Z,,PL-011
D-00310,C-0214,CMP-02,100,2026-05-18T19:27:00Z,,
D-00336,C-0721,CMP-05,50,2026-06-15T15:39:00Z,,
D-00115,C-0008,CMP-02,250,2026-07-07T08:12:43Z,TXN-000117,
D-00736,C-0688,CMP-03,25,2026-05-16T09:00:00Z,,PL-016
D-00045,C-0064,CMP-02,10,2026-07-03T17:49:01Z,TXN-000046,
D-00453,C-0519,CMP-04,25,2026-06-06T15:07:00Z,,
D-00393,C-0096,CMP-01,25,2026-03-10T17:40:00Z,,
D-00503,C-0503,CMP-05,10,2026-07-19T09:41:00Z,,
D-00495,C-0618,CMP-01,100,2026-06-19T09:19:00Z,,
D-00465,C-0180,CMP-04,10,2026-04-17T19:29:00Z,,
D-00549,C-0356,CMP-05,500,2026-06-03T13:55:00Z,,
D-00319,C-0492,CMP-02,100,2026-05-20T11:32:00Z,,
D-00233,C-0388,CMP-02,25,2026-07-14T10:31:45Z,TXN-000237,
D-00120,C-0677,CMP-04,10,2026-07-07T18:38:03Z,TXN-000124,
D-00165,C-0338,CMP-04,50,2026-07-10T10:37:13Z,TXN-000169,
D-00286,C-0377,CMP-01,25,2026-04-07T19:19:00Z,,
D-00058,C-0402,CMP-04,250,2026-07-04T20:59:31Z,TXN-000059,
D-00672,C-0479,CMP-03,10,2026-06-03T09:00:00Z,,PL-003
D-00798,C-0227,CMP-03,25,2026-07-28T09:00:00Z,,PL-028
D-00194,C-0670,CMP-04,15,2026-07-11T14:16:48Z,TXN-000198,
D-00603,C-0513,CMP-03,50,2026-03-20T16:57:00Z,,
D-00690,C-0044,CMP-03,25,2026-04-07T09:00:00Z,,PL-007
D-00178,C-0523,CMP-04,15,2026-07-11T00:12:15Z,TXN-000182,
D-00650,C-0360,CMP-02,500,2026-06-06T12:49:00Z,,
D-00127,C-0654,CMP-02,10,2026-07-08T17:25:09Z,TXN-000131,
D-00464,C-0002,CMP-01,50,2026-06-24T13:10:00Z,,
D-00195,C-0678,CMP-02,15,2026-07-12T07:28:50Z,TXN-000199,
D-00060,C-0283,CMP-04,250,2026-07-04T06:30:56Z,TXN-000061,
D-00442,C-0310,CMP-03,100,2026-03-23T08:13:00Z,,
D-00090,C-0688,CMP-04,50,2026-07-06T05:16:21Z,TXN-000092,
D-00046,C-0397,CMP-04,50,2026-07-03T13:32:35Z,TXN-000047,
D-00376,C-0540,CMP-04,500,2026-04-02T19:05:00Z,,
D-00379,C-0569,CMP-03,10,2026-05-08T09:44:00Z,,
D-00707,C-0013,CMP-03,10,2026-06-10T09:00:00Z,,PL-010
D-00341,C-0019,CMP-03,10,2026-04-01T13:48:00Z,,
D-00685,C-0274,CMP-03,25,2026-04-06T09:00:00Z,,PL-006
D-00656,C-0752,CMP-04,10,2026-05-01T17:15:00Z,,
D-00467,C-0109,CMP-01,50,2026-05-21T17:45:00Z,,
D-00747,C-0454,CMP-03,10,2026-06-18T09:00:00Z,,PL-018
D-00129,C-0292,CMP-04,100,2026-07-08T10:34:50Z,TXN-000133,
D-00486,C-0247,CMP-04,500,2026-04-12T13:45:00Z,,
D-00695,C-0562,CMP-03,25,2026-04-08T09:00:00Z,,PL-008
D-00671,C-0479,CMP-03,10,2026-05-03T09:00:00Z,,PL-003
D-00497,C-0547,CMP-03,500,2026-07-25T18:49:00Z,,
D-00107,C-0528,CMP-02,15,2026-07-06T10:27:02Z,TXN-000109,
D-00004,C-0424,CMP-04,250,2026-07-01T18:39:00Z,TXN-000004,
D-00077,C-0534,CMP-04,250,2026-07-05T16:13:20Z,TXN-000079,
D-00345,C-0788,CMP-02,100,2026-06-16T12:02:00Z,,
D-00799,C-0221,CMP-03,25,2026-03-28T09:00:00Z,,PL-029
D-00012,C-0307,CMP-04,15,2026-07-02T07:29:09Z,TXN-000013,
D-00610,C-0189,CMP-02,25,2026-05-11T15:09:00Z,,
D-00214,C-0159,CMP-02,25,2026-07-13T05:15:30Z,TXN-000218,
D-00781,C-0706,CMP-03,25,2026-05-25T09:00:00Z,,PL-025
D-00268,C-0224,CMP-03,500,2026-03-22T11:51:00Z,,
D-00632,C-0028,CMP-01,500,2026-03-05T08:26:00Z,,
D-00169,C-0162,CMP-02,10,2026-07-10T17:52:21Z,TXN-000173,
D-00041,C-0260,CMP-04,10,2026-07-03T03:13:20Z,TXN-000042,
D-00427,C-0631,CMP-04,500,2026-03-20T12:59:00Z,,
D-00340,C-0402,CMP-05,100,2026-07-15T16:06:00Z,,
D-00701,C-0349,CMP-03,25,2026-05-09T09:00:00Z,,PL-009
D-00123,C-0757,CMP-02,50,2026-07-07T12:36:09Z,TXN-000127,
D-00659,C-0590,CMP-03,10,2026-03-01T09:00:00Z,,PL-001
D-00491,C-0121,CMP-05,10,2026-03-09T19:04:00Z,,
D-00565,C-0676,CMP-04,50,2026-07-12T09:33:00Z,,
D-00196,C-0675,CMP-02,50,2026-07-12T17:41:30Z,TXN-000200,
D-00590,C-0565,CMP-01,100,2026-07-09T13:27:00Z,,
D-00774,C-0626,CMP-03,10,2026-03-24T09:00:00Z,,PL-024
D-00142,C-0484,CMP-04,100,2026-07-09T18:35:01Z,TXN-000146,
D-00303,C-0028,CMP-02,100,2026-03-22T14:02:00Z,,
D-00144,C-0526,CMP-04,25,2026-07-09T17:58:37Z,TXN-000148,
D-00151,C-0645,CMP-04,10,2026-07-09T09:27:18Z,TXN-000155,
D-00298,C-9000,CMP-03,10,2026-07-06T16:44:00Z,,
D-00400,C-0703,CMP-02,25,2026-04-04T08:18:00Z,,
D-00780,C-0706,CMP-03,25,2026-04-25T09:00:00Z,,PL-025
D-00754,C-0525,CMP-03,25,2026-03-20T09:00:00Z,,PL-020
D-00294,C-0582,CMP-04,25,2026-06-25T16:42:00Z,,
D-00753,C-0062,CMP-03,10,2026-07-19T09:00:00Z,,PL-019
D-00790,C-0573,CMP-03,10,2026-04-27T09:00:00Z,,PL-027
D-00404,C-0021,CMP-03,10,2026-07-16T10:09:00Z,,
D-00611,C-0043,CMP-03,500,2026-07-16T18:01:00Z,,
D-00322,C-0114,CMP-01,10,2026-03-19T19:38:00Z,,
D-00506,C-9002,CMP-02,500,2026-07-16T11:16:00Z,,
D-00698,C-0562,CMP-03,25,2026-07-08T09:00:00Z,,PL-008
D-00605,C-0104,CMP-05,500,2026-06-01T16:32:00Z,,
D-00258,C-0549,CMP-02,500,2026-07-18T19:40:00Z,,
D-00396,C-0788,CMP-02,50,2026-03-06T16:35:00Z,,
D-00558,C-0691,CMP-05,50,2026-03-05T14:33:00Z,,
D-00250,C-0311,CMP-05,500,2026-06-20T11:40:00Z,,
D-00213,C-0204,CMP-02,50,2026-07-13T07:38:31Z,TXN-000217,
D-00793,C-0573,CMP-03,10,2026-07-27T09:00:00Z,,PL-027
D-00280,C-0164,CMP-03,100,2026-03-10T12:35:00Z,,
D-00699,C-0349,CMP-03,25,2026-03-09T09:00:00Z,,PL-009
D-00635,C-0529,CMP-01,50,2026-07-02T18:34:00Z,,
D-00048,C-0304,CMP-02,250,2026-07-03T13:01:24Z,TXN-000049,
D-00261,C-9003,CMP-02,50,2026-03-27T15:16:00Z,,
D-00412,C-0229,CMP-02,50,2026-07-23T09:05:00Z,,
D-00411,C-0364,CMP-04,50,2026-03-19T15:09:00Z,,
D-00689,C-0044,CMP-03,25,2026-03-07T09:00:00Z,,PL-007
D-00128,C-0740,CMP-02,25,2026-07-09T02:33:42Z,TXN-000132,
D-00510,C-0293,CMP-03,500,2026-07-11T12:59:00Z,,
D-00031,C-0780,CMP-04,50,2026-07-02T23:03:21Z,TXN-000032,
D-00675,C-0367,CMP-03,15,2026-04-04T09:00:00Z,,PL-004
D-00479,C-0236,CMP-03,25,2026-06-21T18:58:00Z,,
D-00399,C-0196,CMP-01,100,2026-05-10T09:26:00Z,,
D-00425,C-0778,CMP-01,25,2026-07-24T19:12:00Z,,
D-00429,C-0693,CMP-02,50,2026-04-02T19:25:00Z,,
D-00193,C-0788,CMP-04,25,2026-07-11T16:06:15Z,TXN-000197,
D-00763,C-0018,CMP-03,15,2026-07-21T09:00:00Z,,PL-021
D-00581,C-0387,CMP-05,25,2026-07-26T12:03:00Z,,
D-00254,C-0789,CMP-05,50,2026-04-08T08:58:00Z,,
D-00235,C-0738,CMP-04,10,2026-07-14T16:54:42Z,TXN-000239,
D-00579,C-0717,CMP-05,10,2026-04-02T18:47:00Z,,
D-00218,C-0100,CMP-02,15,2026-07-14T01:39:58Z,TXN-000222,
D-00532,C-0101,CMP-01,500,2026-05-26T11:48:00Z,,
D-00370,C-0522,CMP-01,100,2026-03-26T16:19:00Z,,
D-00480,C-0601,CMP-05,25,2026-05-19T12:00:00Z,,
D-00189,C-0066,CMP-02,15,2026-07-11T07:24:11Z,TXN-000193,
D-00309,C-0141,CMP-03,100,2026-05-19T08:44:00Z,,
D-00518,C-0752,CMP-03,10,2026-03-27T18:22:00Z,,
D-00401,C-0346,CMP-03,100,2026-07-14T19:05:00Z,,
D-00212,C-0501,CMP-02,250,2026-07-13T22:19:47Z,TXN-000216,
D-00649,C-0555,CMP-05,10,2026-05-28T14:52:00Z,,
D-00634,C-0669,CMP-04,50,2026-05-08T12:01:00Z,,
D-00609,C-0119,CMP-03,10,2026-03-06T11:35:00Z,,
D-00714,C-0024,CMP-03,15,2026-03-12T09:00:00Z,,PL-012
D-00371,C-0383,CMP-03,25,2026-05-02T13:44:00Z,,
D-00697,C-0562,CMP-03,25,2026-06-08T09:00:00Z,,PL-008
D-00398,C-0352,CMP-05,100,2026-07-11T15:01:00Z,,
D-00390,C-0005,CMP-01,100,2026-03-06T19:17:00Z,,
D-00720,C-0334,CMP-03,25,2026-04-13T09:00:00Z,,PL-013
D-00489,C-0542,CMP-02,500,2026-05-23T14:41:00Z,,
D-00054,C-0192,CMP-04,100,2026-07-04T03:45:12Z,TXN-000055,
D-00002,C-0587,CMP-02,10,2026-07-01T19:10:42Z,TXN-000002,
D-00180,C-0184,CMP-04,50,2026-07-11T11:43:29Z,TXN-000184,
D-00126,C-0512,CMP-02,10,2026-07-07T21:20:46Z,TXN-000130,
D-00027,C-0467,CMP-04,50,2026-07-02T23:36:16Z,TXN-000028,
D-00188,C-0655,CMP-04,250,2026-07-11T17:16:08Z,TXN-000192,
D-00645,C-0480,CMP-05,25,2026-06-23T13:57:00Z,,
D-00242,C-0748,CMP-03,25,2026-04-15T16:02:00Z,,
D-00641,C-0443,CMP-03,50,2026-06-10T16:46:00Z,,
D-00770,C-0605,CMP-03,10,2026-04-23T09:00:00Z,,PL-023
D-00741,C-0100,CMP-03,25,2026-05-17T09:00:00Z,,PL-017
D-00285,C-0515,CMP-05,500,2026-07-13T16:39:00Z,,
D-00272,C-0375,CMP-04,25,2026-06-19T16:34:00Z,,
D-00775,C-0626,CMP-03,10,2026-04-24T09:00:00Z,,PL-024
D-00744,C-0454,CMP-03,10,2026-03-18T09:00:00Z,,PL-018
D-00631,C-0778,CMP-01,25,2026-04-17T11:30:00Z,,
D-00638,C-0180,CMP-03,25,2026-05-04T16:48:00Z,,
D-00756,C-0525,CMP-03,25,2026-05-20T09:00:00Z,,PL-020
D-00749,C-0062,CMP-03,10,2026-03-19T09:00:00Z,,PL-019
D-00114,C-0180,CMP-04,250,2026-07-07T16:47:55Z,TXN-000116,
D-00748,C-0454,CMP-03,10,2026-07-18T09:00:00Z,,PL-018
D-00038,C-0686,CMP-04,25,2026-07-02T07:43:54Z,TXN-000039,
